relative_path,category
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000138.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000205.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000158.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000068.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000037.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000059.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000079.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000092.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000047.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000139.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000198.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000187.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000032.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000165.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000173.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000043.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000095.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000004.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000017.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000136.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000162.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000133.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000024.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000050.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000108.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000134.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000120.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000188.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000116.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000203.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000084.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000053.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000208.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000118.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000112.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000087.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000016.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000177.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000077.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000045.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000054.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000003.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000128.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000038.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000170.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000175.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000204.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000026.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000166.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000132.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000196.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000062.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000149.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000029.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000060.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000058.jpg,Health_&_Hygiene
images_processed/Health_&_Hygiene/open_defecation_near_railway_tracks/000148.jpg,Health_&_Hygiene
